ticker,fiscal_year,query_used,url,status,text_path,char_count,error,fetched_at_utc
COSTCO (COST),2025,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\COSTCO (COST)\FY2025.txt,64957,Transcript already exists; skipped re-scraping.,2026-04-13T00:32:00.946660+00:00
WALMART (WMT),2020,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\WALMART (WMT)\FY2020.txt,191745,Transcript already exists; skipped re-scraping.,2026-04-13T00:32:00.946822+00:00
WALMART (WMT),2021,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\WALMART (WMT)\FY2021.txt,180447,Transcript already exists; skipped re-scraping.,2026-04-13T00:32:00.947867+00:00
WALMART (WMT),2022,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\WALMART (WMT)\FY2022.txt,65027,Transcript already exists; skipped re-scraping.,2026-04-13T00:32:00.948564+00:00
WALMART (WMT),2023,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\WALMART (WMT)\FY2023.txt,76877,Transcript already exists; skipped re-scraping.,2026-04-13T00:32:00.948907+00:00
WALMART (WMT),2024,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\WALMART (WMT)\FY2024.txt,65804,Transcript already exists; skipped re-scraping.,2026-04-13T00:32:00.949305+00:00
WALMART (WMT),2025,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\WALMART (WMT)\FY2025.txt,66137,Transcript already exists; skipped re-scraping.,2026-04-13T00:32:00.949824+00:00
P&G (PG),2020,P&G (PG) FY20 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2020/07/30/procter-gamble-co-pg-q4-2020-earnings-call-transcr.aspx,ok,data\raw\earnings\motley_fool_transcripts\P&G (PG)\FY2020.txt,62609,,2026-04-13T00:32:00.950072+00:00
P&G (PG),2021,P&G (PG) FY21 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/07/30/the-procter-gamble-company-pg-q4-2021-earnings-cal/,ok,data\raw\earnings\motley_fool_transcripts\P&G (PG)\FY2021.txt,69201,,2026-04-13T00:32:45.157560+00:00
P&G (PG),2022,P&G (PG) FY22 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/10/19/the-procter-gamble-company-pg-q1-2022-earnings-cal/,ok,data\raw\earnings\motley_fool_transcripts\P&G (PG)\FY2022.txt,56472,,2026-04-13T00:33:33.182619+00:00
P&G (PG),2023,P&G (PG) FY23 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2026/01/22/pg-pg-q2-2026-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\P&G (PG)\FY2023.txt,70362,,2026-04-13T00:34:20.169909+00:00
P&G (PG),2024,P&G (PG) FY24 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2026/01/26/ppg-ppg-q4-2024-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\P&G (PG)\FY2024.txt,58369,,2026-04-13T00:35:21.788853+00:00
P&G (PG),2025,P&G (PG) FY25 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2026/02/12/pge-pcg-q4-2025-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\P&G (PG)\FY2025.txt,42395,,2026-04-13T00:36:02.052345+00:00
AMAZON (AMZN),2020,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\AMAZON (AMZN)\FY2020.txt,40831,Transcript already exists; skipped re-scraping.,2026-04-13T00:36:15.581782+00:00
AMAZON (AMZN),2021,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\AMAZON (AMZN)\FY2021.txt,41851,Transcript already exists; skipped re-scraping.,2026-04-13T00:36:15.582757+00:00
AMAZON (AMZN),2022,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\AMAZON (AMZN)\FY2022.txt,45327,Transcript already exists; skipped re-scraping.,2026-04-13T00:36:15.582972+00:00
AMAZON (AMZN),2023,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\AMAZON (AMZN)\FY2023.txt,55823,Transcript already exists; skipped re-scraping.,2026-04-13T00:36:15.583135+00:00
AMAZON (AMZN),2024,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\AMAZON (AMZN)\FY2024.txt,51437,Transcript already exists; skipped re-scraping.,2026-04-13T00:36:15.583294+00:00
AMAZON (AMZN),2025,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\AMAZON (AMZN)\FY2025.txt,55747,Transcript already exists; skipped re-scraping.,2026-04-13T00:36:15.583504+00:00
CRH PLC (CRH),2020,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\CRH PLC (CRH)\FY2020.txt,82394,Transcript already exists; skipped re-scraping.,2026-04-13T00:36:15.583647+00:00
CRH PLC (CRH),2021,CRH PLC (CRH) FY21 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/08/28/crh-plc-crh-q2-2021-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\CRH PLC (CRH)\FY2021.txt,66499,,2026-04-13T00:36:15.584240+00:00
CRH PLC (CRH),2022,CRH PLC (CRH) FY22 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/08/28/crh-plc-crh-q2-2021-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\CRH PLC (CRH)\FY2022.txt,66499,,2026-04-13T00:37:19.609244+00:00
CRH PLC (CRH),2023,CRH PLC (CRH) FY23 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/08/28/crh-plc-crh-q2-2021-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\CRH PLC (CRH)\FY2023.txt,66499,,2026-04-13T00:38:21.947715+00:00
CRH PLC (CRH),2024,CRH PLC (CRH) FY24 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/08/28/crh-plc-crh-q2-2021-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\CRH PLC (CRH)\FY2024.txt,66499,,2026-04-13T00:39:24.154850+00:00
CRH PLC (CRH),2025,CRH PLC (CRH) FY25 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/08/28/crh-plc-crh-q2-2021-earnings-call-transcript/,ok,data\raw\earnings\motley_fool_transcripts\CRH PLC (CRH)\FY2025.txt,66499,,2026-04-13T00:40:24.996390+00:00
VULCAN MATERIALS (VMC),2020,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\VULCAN MATERIALS (VMC)\FY2020.txt,60325,Transcript already exists; skipped re-scraping.,2026-04-13T00:41:21.284437+00:00
VULCAN MATERIALS (VMC),2021,VULCAN MATERIALS (VMC) FY21 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2021/08/04/vulcan-materials-company-vmc-q2-2021-earnings-call/,ok,data\raw\earnings\motley_fool_transcripts\VULCAN MATERIALS (VMC)\FY2021.txt,42924,,2026-04-13T00:41:21.285087+00:00
VULCAN MATERIALS (VMC),2022,VULCAN MATERIALS (VMC) FY22 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2026/02/17/vulcan-materials-vmc-q4-2025-earnings-transcript/,ok,data\raw\earnings\motley_fool_transcripts\VULCAN MATERIALS (VMC)\FY2022.txt,45585,,2026-04-13T00:42:45.931300+00:00
VULCAN MATERIALS (VMC),2023,VULCAN MATERIALS (VMC) FY23 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2025/10/30/vulcan-materials-vmc-q3-2025-earnings-transcript/,ok,data\raw\earnings\motley_fool_transcripts\VULCAN MATERIALS (VMC)\FY2023.txt,39477,,2026-04-13T00:43:35.217817+00:00
VULCAN MATERIALS (VMC),2024,VULCAN MATERIALS (VMC) FY24 earnings call transcript motley fool,https://www.fool.com/earnings/call-transcripts/2026/02/17/vulcan-materials-vmc-q4-2025-earnings-transcript/,ok,data\raw\earnings\motley_fool_transcripts\VULCAN MATERIALS (VMC)\FY2024.txt,45585,,2026-04-13T00:44:16.048335+00:00
VULCAN MATERIALS (VMC),2025,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\VULCAN MATERIALS (VMC)\FY2025.txt,46229,Transcript already exists; skipped re-scraping.,2026-04-13T00:44:52.817984+00:00
DOW CHEMICAL  (DOW),2020,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\DOW CHEMICAL  (DOW)\FY2020.txt,60268,Transcript already exists; skipped re-scraping.,2026-04-13T00:44:52.818771+00:00
DOW CHEMICAL  (DOW),2021,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\DOW CHEMICAL  (DOW)\FY2021.txt,51362,Transcript already exists; skipped re-scraping.,2026-04-13T00:44:52.819367+00:00
DOW CHEMICAL  (DOW),2022,,,skipped_existing,data\raw\earnings\motley_fool_transcripts\DOW CHEMICAL  (DOW)\FY2022.txt,51125,Transcript already exists; skipped re-scraping.,2026-04-13T00:44:52.819580+00:00
